TrueUSD,1.00,https://coinmarketcap.com/currencies/trueusd/
0x,0.202968,https://coinmarketcap.com/currencies/0x/
Kyber Network,0.685558,https://coinmarketcap.com/currencies/kyber-network/
Hive,0.436985,https://coinmarketcap.com/currencies/hive-blockchain/
Augur,10.73,https://coinmarketcap.com/currencies/augur/
Ravencoin,0.019447,https://coinmarketcap.com/currencies/ravencoin/
ZB Token,0.249819,https://coinmarketcap.com/currencies/zb-token/
Enjin Coin,0.137481,https://coinmarketcap.com/currencies/enjin-coin/
Waves,1.07,https://coinmarketcap.com/currencies/waves/
Bitcoin Diamond,0.581062,https://coinmarketcap.com/currencies/bitcoin-diamond/
OmiseGO,0.763994,https://coinmarketcap.com/currencies/omisego/
THETA,0.122408,https://coinmarketcap.com/currencies/theta/
Energi,3.62,https://coinmarketcap.com/currencies/energi/
Multi-collateral DAI,1.01,https://coinmarketcap.com/currencies/multi-collateral-dai/
Hyperion,0.296872,https://coinmarketcap.com/currencies/hyperion/
MonaCoin,1.39,https://coinmarketcap.com/currencies/monacoin/
Siacoin,0.002152,https://coinmarketcap.com/currencies/siacoin/
DxChain Token,0.001726,https://coinmarketcap.com/currencies/dxchain-token/
Nano,0.635422,https://coinmarketcap.com/currencies/nano/
MCO,5.31,https://coinmarketcap.com/currencies/crypto-com/
DigixDAO,40.48,https://coinmarketcap.com/currencies/digixdao/
KuCoin Shares,0.969902,https://coinmarketcap.com/currencies/kucoin-shares/
Status,0.020737,https://coinmarketcap.com/currencies/status/
Steem,0.186996,https://coinmarketcap.com/currencies/steem/
Nervos Network,0.004784,https://coinmarketcap.com/currencies/nervos-network/
Bytom,0.067548,https://coinmarketcap.com/currencies/bytom/
Komodo,0.546920,https://coinmarketcap.com/currencies/komodo/
Quant,5.32,https://coinmarketcap.com/currencies/quant/
ABBC Coin,0.113217,https://coinmarketcap.com/currencies/abbc-coin/
Nexo,0.110812,https://coinmarketcap.com/currencies/nexo/
Ren,0.069130,https://coinmarketcap.com/currencies/ren/
Holo,0.000356,https://coinmarketcap.com/currencies/holo/
Seele-N,0.082724,https://coinmarketcap.com/currencies/seele/
Streamr DATAcoin,0.083389,https://coinmarketcap.com/currencies/streamr-datacoin/
Aave,0.043415,https://coinmarketcap.com/currencies/aave/
Zilliqa,0.005557,https://coinmarketcap.com/currencies/zilliqa/
BitTorrent,0.000263,https://coinmarketcap.com/currencies/bittorrent/
Terra,0.192231,https://coinmarketcap.com/currencies/terra-luna/
BitShares,0.019975,https://coinmarketcap.com/currencies/bitshares/
Matic Network,0.015920,https://coinmarketcap.com/currencies/matic-network/
Horizen,6.06,https://coinmarketcap.com/currencies/horizen/
Numeraire,21.44,https://coinmarketcap.com/currencies/numeraire/
v.systems,0.025879,https://coinmarketcap.com/currencies/v-systems/
HyperCash,1.14,https://coinmarketcap.com/currencies/hypercash/
Verge,0.003063,https://coinmarketcap.com/currencies/verge/
Unibright,0.326583,https://coinmarketcap.com/currencies/unibright/
MaidSafeCoin,0.103788,https://coinmarketcap.com/currencies/maidsafecoin/
IOST,0.003747,https://coinmarketcap.com/currencies/iostoken/
Decentraland,0.032258,https://coinmarketcap.com/currencies/decentraland/
PAX Gold,"1,705.53",https://coinmarketcap.com/currencies/pax-gold/
Golem,0.043941,https://coinmarketcap.com/currencies/golem-network-tokens/
Blockstack,0.104975,https://coinmarketcap.com/currencies/blockstack/
Zcoin,4.05,https://coinmarketcap.com/currencies/zcoin/
Digitex Futures,0.048255,https://coinmarketcap.com/currencies/digitex-futures/
Ardor,0.039376,https://coinmarketcap.com/currencies/ardor/
aelf,0.072138,https://coinmarketcap.com/currencies/aelf/
Electroneum,0.003830,https://coinmarketcap.com/currencies/electroneum/
CyberVein,0.035087,https://coinmarketcap.com/currencies/cybervein/
RSK Infrastructure Framework,0.062925,https://coinmarketcap.com/currencies/rsk-infrastructure-framework/
Swipe,0.590296,https://coinmarketcap.com/currencies/swipe/
Loopring,0.033615,https://coinmarketcap.com/currencies/loopring/
Ripio Credit Network,0.069295,https://coinmarketcap.com/currencies/ripio-credit-network/
Insolar,0.877522,https://coinmarketcap.com/currencies/insolar/
STASIS EURO,1.10,https://coinmarketcap.com/currencies/stasis-euro/
WAX,0.030902,https://coinmarketcap.com/currencies/wax/
Aeternity,0.110700,https://coinmarketcap.com/currencies/aeternity/
Aion,0.082435,https://coinmarketcap.com/currencies/aion/
Chiliz,0.007394,https://coinmarketcap.com/currencies/chiliz/
Aragon,1.04,https://coinmarketcap.com/currencies/aragon/
Stratis,0.323276,https://coinmarketcap.com/currencies/stratis/
WaykiChain,0.165120,https://coinmarketcap.com/currencies/waykichain/
Thunder Token,0.005700,https://coinmarketcap.com/currencies/thunder-token/
Huobi Pool Token,0.005983,https://coinmarketcap.com/currencies/huobi-pool-token/
Gatechain Token,0.454867,https://coinmarketcap.com/currencies/gatechain-token/
GXChain,0.437181,https://coinmarketcap.com/currencies/gxchain/
ReddCoin,0.000984,https://coinmarketcap.com/currencies/reddcoin/
Power Ledger,0.065608,https://coinmarketcap.com/currencies/power-ledger/
Pundi X,0.000120,https://coinmarketcap.com/currencies/pundi-x/
Celsius,0.115977,https://coinmarketcap.com/currencies/celsius/
iExec RLC,0.344308,https://coinmarketcap.com/currencies/rlc/
Elastos,1.42,https://coinmarketcap.com/currencies/elastos/
TomoChain,0.365548,https://coinmarketcap.com/currencies/tomochain/
Crypterium,0.255290,https://coinmarketcap.com/currencies/crpt/
BHEX Token,0.089202,https://coinmarketcap.com/currencies/bhex-token/
Ocean Protocol,0.071021,https://coinmarketcap.com/currencies/ocean-protocol/
Super Zero,0.094928,https://coinmarketcap.com/currencies/super-zero/
Nash Exchange,1.00,https://coinmarketcap.com/currencies/nash-exchange/
TrueChain,0.293660,https://coinmarketcap.com/currencies/truechain/
Ark,0.192839,https://coinmarketcap.com/currencies/ark/
SOLVE,0.066550,https://coinmarketcap.com/currencies/solve/
Cortex,0.089523,https://coinmarketcap.com/currencies/cortex/
MX Token,0.115003,https://coinmarketcap.com/currencies/mx-token/
Project Pai,0.015173,https://coinmarketcap.com/currencies/project-pai/
BORA,0.032616,https://coinmarketcap.com/currencies/bora/
Grin,0.538391,https://coinmarketcap.com/currencies/grin/
Kava,0.598451,https://coinmarketcap.com/currencies/kava/
Wirex Token,0.010179,https://coinmarketcap.com/currencies/wirex-token/
Gnosis,19.26,https://coinmarketcap.com/currencies/gnosis-gno/
Orbs,0.009938,https://coinmarketcap.com/currencies/orbs/
Band Protocol,1.06,https://coinmarketcap.com/currencies/band-protocol/
Tierion,0.049255,https://coinmarketcap.com/currencies/tierion/
Divi,0.012754,https://coinmarketcap.com/currencies/divi/
NULS,0.216639,https://coinmarketcap.com/currencies/nuls/
Aidos Kuneen,0.814682,https://coinmarketcap.com/currencies/aidos-kuneen/
Yap Stone,0.135618,https://coinmarketcap.com/currencies/yap-stone/
Wanchain,0.162826,https://coinmarketcap.com/currencies/wanchain/
Metal,0.305688,https://coinmarketcap.com/currencies/metal/
Waltonchain,0.287120,https://coinmarketcap.com/currencies/waltonchain/
Beam,0.326876,https://coinmarketcap.com/currencies/beam/
THORChain,0.119529,https://coinmarketcap.com/currencies/thorchain/
Tachyon Protocol,0.070035,https://coinmarketcap.com/currencies/tachyon-protocol/
ILCoin,0.038963,https://coinmarketcap.com/currencies/ilcoin/
Reserve Rights,0.002517,https://coinmarketcap.com/currencies/reserve-rights/
WINk,0.000087,https://coinmarketcap.com/currencies/wink-tronbet/
Constellation,0.013562,https://coinmarketcap.com/currencies/constellation/
PIVX,0.300605,https://coinmarketcap.com/currencies/pivx/
Telcoin,0.000353,https://coinmarketcap.com/currencies/telcoin/
Ignis,0.021664,https://coinmarketcap.com/currencies/ignis/
Acute Angle Cloud,0.063922,https://coinmarketcap.com/currencies/acute-angle-cloud/
Factom,1.76,https://coinmarketcap.com/currencies/factom/
ZBG Token,0.056470,https://coinmarketcap.com/currencies/zbg-token/
Vertcoin,0.286454,https://coinmarketcap.com/currencies/vertcoin/
BHPCoin,0.765296,https://coinmarketcap.com/currencies/bhp-coin/
WazirX,0.143755,https://coinmarketcap.com/currencies/wazirx/
Nebulas,0.291143,https://coinmarketcap.com/currencies/nebulas-token/
Elrond,0.001487,https://coinmarketcap.com/currencies/elrond/
Fetch.ai,0.020492,https://coinmarketcap.com/currencies/fetch/
Loom Network,0.015045,https://coinmarketcap.com/currencies/loom-network/
BOSAGORA,0.051444,https://coinmarketcap.com/currencies/bosagora/
Bancor,0.207034,https://coinmarketcap.com/currencies/bancor/
Storj,0.104291,https://coinmarketcap.com/currencies/storj/
Populous,0.264584,https://coinmarketcap.com/currencies/populous/
Civic,0.020775,https://coinmarketcap.com/currencies/civic/
BitKan,0.002200,https://coinmarketcap.com/currencies/bitkan/
IoTeX,0.002556,https://coinmarketcap.com/currencies/iotex/
Machine Xchange Coin,0.005198,https://coinmarketcap.com/currencies/machine-xchange-coin/
FunFair,0.001985,https://coinmarketcap.com/currencies/funfair/
Gas,1.27,https://coinmarketcap.com/currencies/gas/
ShipChain,0.026740,https://coinmarketcap.com/currencies/shipchain/
SwissBorg,0.018115,https://coinmarketcap.com/currencies/swissborg/
Kusama,4.75,https://coinmarketcap.com/currencies/kusama/
Syscoin,0.021499,https://coinmarketcap.com/currencies/syscoin/
Enigma,0.166974,https://coinmarketcap.com/currencies/enigma/
YOU COIN,0.022397,https://coinmarketcap.com/currencies/you-coin/
Molecular Future,0.142521,https://coinmarketcap.com/currencies/molecular-future/
QASH,0.034277,https://coinmarketcap.com/currencies/qash/
Orchid,0.182133,https://coinmarketcap.com/currencies/orchid/
Harmony,0.002562,https://coinmarketcap.com/currencies/harmony/
Groestlcoin,0.156973,https://coinmarketcap.com/currencies/groestlcoin/
Ultra,0.048307,https://coinmarketcap.com/currencies/ultra/
Nxt,0.011481,https://coinmarketcap.com/currencies/nxt/
QuickX Protocol,0.022691,https://coinmarketcap.com/currencies/quickx-protocol/
Nexus,0.173418,https://coinmarketcap.com/currencies/nexus/
Eidoo,0.155686,https://coinmarketcap.com/currencies/eidoo/
COTI,0.022397,https://coinmarketcap.com/currencies/coti/
Innovative Bioresearch Classic,2.13e-9,https://coinmarketcap.com/currencies/innovative-bioresearch-classic/
TAGZ5,5.50,https://coinmarketcap.com/currencies/tagz5/
Storeum,2.94,https://coinmarketcap.com/currencies/storeum/
MINDOL,4.25,https://coinmarketcap.com/currencies/mindol/
HEX,0.003853,https://coinmarketcap.com/currencies/hex/
INO COIN,2.02,https://coinmarketcap.com/currencies/ino-coin/
Counos X,20.49,https://coinmarketcap.com/currencies/counos-x/
Elamachain,0.381246,https://coinmarketcap.com/currencies/elamachain/
PlayFuel,0.399859,https://coinmarketcap.com/currencies/playfuel/
MimbleWimbleCoin,24.25,https://coinmarketcap.com/currencies/mimblewimblecoin/
Baer Chain,0.940512,https://coinmarketcap.com/currencies/baer-chain/
Insight Chain,0.437439,https://coinmarketcap.com/currencies/insight-chain/
ThoreCoin,"1,720.69",https://coinmarketcap.com/currencies/thorecoin/
HUSD,1.00,https://coinmarketcap.com/currencies/husd/
Cryptonex,1.86,https://coinmarketcap.com/currencies/cryptonex/
GlitzKoin,0.385661,https://coinmarketcap.com/currencies/glitzkoin/
Bitball Treasure,210.77,https://coinmarketcap.com/currencies/bitball-treasure/
Metaverse Dualchain Network Architecture,0.007589,https://coinmarketcap.com/currencies/metaverse-dualchain-network-architecture/
Mixin,167.96,https://coinmarketcap.com/currencies/mixin/
botXcoin,0.049836,https://coinmarketcap.com/currencies/botxcoin/
Flexacoin,0.002963,https://coinmarketcap.com/currencies/flexacoin/
Bloomzed Token,3.64,https://coinmarketcap.com/currencies/bloomzed-token/
Homeros,0.438734,https://coinmarketcap.com/currencies/homeros/
Counos Coin,4.85,https://coinmarketcap.com/currencies/counos-coin/
QCash,0.140898,https://coinmarketcap.com/currencies/qcash/
inSure,0.017842,https://coinmarketcap.com/currencies/insure/
Tap,0.120767,https://coinmarketcap.com/currencies/tap/
ERC20,0.045505,https://coinmarketcap.com/currencies/erc20/
Centrality,0.060914,https://coinmarketcap.com/currencies/centrality/
Sologenic,0.255811,https://coinmarketcap.com/currencies/sologenic/
NewYork Exchange,8.19,https://coinmarketcap.com/currencies/newyork-exchange/
Poseidon Network,0.023317,https://coinmarketcap.com/currencies/poseidon-network/
ThoreNext,2.29,https://coinmarketcap.com/currencies/thorenext/
CRYPTOBUCKS,0.012429,https://coinmarketcap.com/currencies/cryptobucks/
Bytecoin,0.000259,https://coinmarketcap.com/currencies/bytecoin-bcn/
Bitbook Gambling,0.131252,https://coinmarketcap.com/currencies/bitbook-gambling/
BitcoinHD,7.61,https://coinmarketcap.com/currencies/bitcoinhd/
Breezecoin,0.457788,https://coinmarketcap.com/currencies/breezecoin/
Joule,0.045230,https://coinmarketcap.com/currencies/joule/
PRIZM,0.043549,https://coinmarketcap.com/currencies/prizm/
Beldex,0.043864,https://coinmarketcap.com/currencies/beldex/
STEM CELL COIN,0.129359,https://coinmarketcap.com/currencies/stem-cell-coin/
Bankera,0.001670,https://coinmarketcap.com/currencies/bankera/
VestChain,0.005405,https://coinmarketcap.com/currencies/vestchain/
WhiteCoin,0.144638,https://coinmarketcap.com/currencies/whitecoin/
ZEON,0.001395,https://coinmarketcap.com/currencies/zeon/
Handshake ,0.132305,https://coinmarketcap.com/currencies/handshake/
Velas,0.025997,https://coinmarketcap.com/currencies/velas/
Folgory Coin,2.13,https://coinmarketcap.com/currencies/folgory-coin/
GAPS,3.26,https://coinmarketcap.com/currencies/gaps/
Buggyra Coin Zero,0.016057,https://coinmarketcap.com/currencies/buggyra-coin-zero/
Cryptoindex.com 100,0.502093,https://coinmarketcap.com/currencies/cryptoindex-com-100/
Vitae,1.57,https://coinmarketcap.com/currencies/vitae/
Qubitica,36.15,https://coinmarketcap.com/currencies/qubitica/
USDK,1.00,https://coinmarketcap.com/currencies/usdk/
SynchroBitcoin,0.406429,https://coinmarketcap.com/currencies/synchrobitcoin/
BitMax Token,0.040904,https://coinmarketcap.com/currencies/bitmax-token/
Ethereum Meta,0.000532,https://coinmarketcap.com/currencies/ethereum-meta/
PLATINCOIN,5.12,https://coinmarketcap.com/currencies/platincoin/
UNI COIN,0.422852,https://coinmarketcap.com/currencies/uni-coin/
BitForex Token,0.005914,https://coinmarketcap.com/currencies/bitforex-token/
FABRK,0.005154,https://coinmarketcap.com/currencies/fabrk/
1irstcoin,0.677228,https://coinmarketcap.com/currencies/1irstcoin/
CRYPTO20,0.604760,https://coinmarketcap.com/currencies/c20/
BigONE Token,0.002406,https://coinmarketcap.com/currencies/bigone-token/
AgaveCoin,0.057999,https://coinmarketcap.com/currencies/agavecoin/
Karatgold Coin,0.004665,https://coinmarketcap.com/currencies/karatgold-coin/
Dynamic Trading Rights,0.013410,https://coinmarketcap.com/currencies/dynamic-trading-rights/
NEXT,0.501564,https://coinmarketcap.com/currencies/next/
Bitcoin 2,1.17,https://coinmarketcap.com/currencies/bitcoin2/
Ecoreal Estate,0.094342,https://coinmarketcap.com/currencies/ecoreal-estate/
Bit-Z Token,0.151018,https://coinmarketcap.com/currencies/bit-z-token/
Tratin,0.000173,https://coinmarketcap.com/currencies/tratin/
BTU Protocol,0.264350,https://coinmarketcap.com/currencies/btu-protocol/
Envion,0.142158,https://coinmarketcap.com/currencies/envion/
CasinoCoin,0.000447,https://coinmarketcap.com/currencies/casinocoin/
Castweet,6.31,https://coinmarketcap.com/currencies/castweet/
LuckySevenToken,0.257992,https://coinmarketcap.com/currencies/luckyseventoken/
Obyte,22.30,https://coinmarketcap.com/currencies/obyte/
CryptoVerificationCoin,28.01,https://coinmarketcap.com/currencies/cryptoverificationcoin/
EDC Blockchain,0.006070,https://coinmarketcap.com/currencies/edc-blockchain/
XeniosCoin,0.211696,https://coinmarketcap.com/currencies/xenioscoin/
Jewel,0.289013,https://coinmarketcap.com/currencies/jewel/
General Attention Currency,1.55,https://coinmarketcap.com/currencies/general-attention-currency/
CONTRACOIN,1.28,https://coinmarketcap.com/currencies/contracoin/
Diamond Platform Token,8.66,https://coinmarketcap.com/currencies/diamond-platform-token/
Chimpion,0.468934,https://coinmarketcap.com/currencies/chimpion/
Dimension Chain,0.059322,https://coinmarketcap.com/currencies/dimension-chain/
Veritaseum,6.59,https://coinmarketcap.com/currencies/veritaseum/
ExtStock Token,0.023203,https://coinmarketcap.com/currencies/extstock-token/
DAD,0.201645,https://coinmarketcap.com/currencies/dad/
LATOKEN,0.035064,https://coinmarketcap.com/currencies/latoken/
Loki,0.269507,https://coinmarketcap.com/currencies/loki/
Apollo Currency,0.000870,https://coinmarketcap.com/currencies/apollo-currency/
MicroBitcoin,0.000066,https://coinmarketcap.com/currencies/microbitcoin/
Unobtanium,60.70,https://coinmarketcap.com/currencies/unobtanium/
Ultiledger,0.018317,https://coinmarketcap.com/currencies/ultiledger/
B2BX,0.572206,https://coinmarketcap.com/currencies/b2bx/
Neutrino Dollar,1.01,https://coinmarketcap.com/currencies/neutrino-dollar/
FIBOS,0.010330,https://coinmarketcap.com/currencies/fibos/
Bonorum,36.77,https://coinmarketcap.com/currencies/bonorum/
Elitium,0.961461,https://coinmarketcap.com/currencies/elitium/
Bread,0.119773,https://coinmarketcap.com/currencies/bread/
Function X,0.052513,https://coinmarketcap.com/currencies/function-x/
Single Collateral DAI ,1.03,https://coinmarketcap.com/currencies/single-collateral-dai/
Okschain,0.009287,https://coinmarketcap.com/currencies/okschain/
Newton,0.000508,https://coinmarketcap.com/currencies/newton/
Polymath,0.021031,https://coinmarketcap.com/currencies/polymath-network/
Lambda,0.015907,https://coinmarketcap.com/currencies/lambda/
MOAC,0.164597,https://coinmarketcap.com/currencies/moac/
Metadium,0.008255,https://coinmarketcap.com/currencies/metadium/
CoinEx Token,0.014116,https://coinmarketcap.com/currencies/coinex-token/
Emirex Token,0.413352,https://coinmarketcap.com/currencies/emirex-token/
Rocket Pool,0.991841,https://coinmarketcap.com/currencies/rocket-pool/
Credits,0.054537,https://coinmarketcap.com/currencies/credits/
Anchor,0.791457,https://coinmarketcap.com/currencies/anchor/
ODEM,0.046237,https://coinmarketcap.com/currencies/odem/
Dragon Coins,0.028973,https://coinmarketcap.com/currencies/dragon-coins/
Dent,0.000125,https://coinmarketcap.com/currencies/dent/
MineBee,0.005495,https://coinmarketcap.com/currencies/minebee/
Wrapped Bitcoin,"8,855.31",https://coinmarketcap.com/currencies/wrapped-bitcoin/
Arcblock,0.100359,https://coinmarketcap.com/currencies/arcblock/
Safex Token,0.005185,https://coinmarketcap.com/currencies/safex-token/
Safe,0.464286,https://coinmarketcap.com/currencies/safe/
The Force Protocol,0.031036,https://coinmarketcap.com/currencies/the-force-protocol/
IDEX,0.019090,https://coinmarketcap.com/currencies/idex/
LTO Network,0.045270,https://coinmarketcap.com/currencies/lto-network/
Cashaa,0.012273,https://coinmarketcap.com/currencies/cashaa/
Kleros,0.020134,https://coinmarketcap.com/currencies/kleros/
Einsteinium,0.041547,https://coinmarketcap.com/currencies/einsteinium/
Invictus Hyperion Fund,0.076334,https://coinmarketcap.com/currencies/invictus-hyperion-fund/
Burst,0.004307,https://coinmarketcap.com/currencies/burst/
Uquid Coin,0.898919,https://coinmarketcap.com/currencies/uquid-coin/
Polis,0.908007,https://coinmarketcap.com/currencies/polis/
TTC,0.021153,https://coinmarketcap.com/currencies/ttc/
Request,0.011329,https://coinmarketcap.com/currencies/request/
Kin,0.000007,https://coinmarketcap.com/currencies/kin/
LBRY Credits,0.024821,https://coinmarketcap.com/currencies/library-credit/
Spectre.ai Dividend Token,0.106325,https://coinmarketcap.com/currencies/spectre-dividend/
Metaverse ETP,0.111264,https://coinmarketcap.com/currencies/metaverse/
Bibox Token,0.088266,https://coinmarketcap.com/currencies/bibox-token/
Hxro,0.089827,https://coinmarketcap.com/currencies/hxro/
Telos,0.033097,https://coinmarketcap.com/currencies/telos/
Storm,0.001109,https://coinmarketcap.com/currencies/storm/
Ampleforth,1.38,https://coinmarketcap.com/currencies/ampleforth/
suterusu,0.008009,https://coinmarketcap.com/currencies/suterusu/
SwftCoin,0.002091,https://coinmarketcap.com/currencies/swftcoin/
Aladdin,0.000194,https://coinmarketcap.com/currencies/aladdin/
Skycoin,0.463049,https://coinmarketcap.com/currencies/skycoin/
Aencoin,0.030366,https://coinmarketcap.com/currencies/aencoin/
Fantom,0.004566,https://coinmarketcap.com/currencies/fantom/
Everipedia,0.001095,https://coinmarketcap.com/currencies/everipedia/
Sport and Leisure,0.012205,https://coinmarketcap.com/currencies/sport-and-leisure/
XMax,0.000501,https://coinmarketcap.com/currencies/xmax/
SingularityNET,0.014997,https://coinmarketcap.com/currencies/singularitynet/
Aurora,0.001236,https://coinmarketcap.com/currencies/aurora/
Standard Tokenization Protocol,0.011443,https://coinmarketcap.com/currencies/standard-tokenization-protocol/
REPO,0.072942,https://coinmarketcap.com/currencies/repo/
Ankr,0.001537,https://coinmarketcap.com/currencies/ankr/
GoChain,0.008215,https://coinmarketcap.com/currencies/gochain/
Cindicator,0.003903,https://coinmarketcap.com/currencies/cindicator/
IRISnet,0.011888,https://coinmarketcap.com/currencies/irisnet/
Peculium,0.003765,https://coinmarketcap.com/currencies/peculium/
Origin Protocol,0.226473,https://coinmarketcap.com/currencies/origin-protocol/
IoT Chain,0.087037,https://coinmarketcap.com/currencies/iot-chain/
OTOCASH,0.351505,https://coinmarketcap.com/currencies/otocash/
ARPA Chain,0.010315,https://coinmarketcap.com/currencies/arpa-chain/
Theta Fuel,0.001944,https://coinmarketcap.com/currencies/theta-fuel/
DMarket,0.131067,https://coinmarketcap.com/currencies/dmarket/
DigitalBits,0.021958,https://coinmarketcap.com/currencies/digitalbits/
GreenPower,0.002303,https://coinmarketcap.com/currencies/greenpower/
Wixlar,0.003105,https://coinmarketcap.com/currencies/wixlar/
NKN,0.015906,https://coinmarketcap.com/currencies/nkn/
MovieBloc,0.001277,https://coinmarketcap.com/currencies/moviebloc/
Moeda Loyalty Points,0.373249,https://coinmarketcap.com/currencies/moeda-loyalty-points/
Blocknet,1.08,https://coinmarketcap.com/currencies/blocknet/
Dragonchain,0.030530,https://coinmarketcap.com/currencies/dragonchain/
Cred,0.010944,https://coinmarketcap.com/currencies/libra-credit/
MediBloc,0.002872,https://coinmarketcap.com/currencies/medibloc/
Santiment Network Token,0.113897,https://coinmarketcap.com/currencies/santiment/
Tael,0.090301,https://coinmarketcap.com/currencies/tael/
BlockStamp,0.271201,https://coinmarketcap.com/currencies/blockstamp/
Contentos,0.005674,https://coinmarketcap.com/currencies/contentos/
CyberMiles,0.008903,https://coinmarketcap.com/currencies/cybermiles/
Celer Network,0.001915,https://coinmarketcap.com/currencies/celer-network/
Carry,0.001453,https://coinmarketcap.com/currencies/carry/
Neblio,0.442827,https://coinmarketcap.com/currencies/neblio/
Chromia,0.023971,https://coinmarketcap.com/currencies/chromia/
Monero Classic,0.371067,https://coinmarketcap.com/currencies/monero-classic/
Peercoin,0.263224,https://coinmarketcap.com/currencies/peercoin/
Quantum Resistant Ledger,0.096453,https://coinmarketcap.com/currencies/quantum-resistant-ledger/
Quantstamp,0.011069,https://coinmarketcap.com/currencies/quantstamp/
MEXC Token,0.007360,https://coinmarketcap.com/currencies/mexc-token/
Digix Gold Token,58.09,https://coinmarketcap.com/currencies/digix-gold-token/
Proton,0.032809,https://coinmarketcap.com/currencies/proton/
NavCoin,0.097707,https://coinmarketcap.com/currencies/nav-coin/
SALT,0.083292,https://coinmarketcap.com/currencies/salt/
Aeon,0.422373,https://coinmarketcap.com/currencies/aeon/
Namecoin,0.453653,https://coinmarketcap.com/currencies/namecoin/
EDUCare,0.009193,https://coinmarketcap.com/currencies/educare/
Voyager Token,0.029854,https://coinmarketcap.com/currencies/voyager-token/
Gifto,0.009718,https://coinmarketcap.com/currencies/gifto/
Cocos-BCX,0.000273,https://coinmarketcap.com/currencies/cocos-bcx/
Levolution,0.183132,https://coinmarketcap.com/currencies/levolution/
United Traders Token,0.174972,https://coinmarketcap.com/currencies/uttoken/
TenX,0.045574,https://coinmarketcap.com/currencies/tenx/
Darico Ecosystem Coin,0.102246,https://coinmarketcap.com/currencies/darcio-ecosystem-coin/
AdEx,0.074103,https://coinmarketcap.com/currencies/adx-net/
T.OS,0.007531,https://coinmarketcap.com/currencies/t-os/
IQeon,1.15,https://coinmarketcap.com/currencies/iqeon/
INT Chain,0.013979,https://coinmarketcap.com/currencies/int-chain/
Robotina,0.020316,https://coinmarketcap.com/currencies/robotina/
Polybius,1.55,https://coinmarketcap.com/currencies/polybius/
OriginTrail,0.021151,https://coinmarketcap.com/currencies/origintrail/
Hellenic Coin,0.088057,https://coinmarketcap.com/currencies/helleniccoin/
Contents Protocol,0.001933,https://coinmarketcap.com/currencies/contents-protocol/
